100,301328121,31
100,128121,21
2500,301328121,200
2500,128121,24
20,128121,21
20,10128121,21
10,1008121,22
20,10118121,21
20,10118121,22
2500,10118121,39
2500,101228121,96
9,29643,21.134331941605
9,29643,18.888700008392
283,994452,21.932995080948
2458,994452,26.497114896774
5039,994452,32.436825037003
9,29643,20.643119096756
191,26398,22.838589906693
1,5517,23.148224115372
283,994452,22.608975887299
2458,301331038,233.22054815292
283,994452,21.846932172775
2458,237042810,182.65737295151
2458,237042810,178.08341312408
9,29643,21.805387020111
283,237042810,51.386888980865
2458,237042810,193.28671908379
2458,237042810,178.99805498123
2458,237042810,191.86998987198
2458,237042810,184.60388994217
2458,994452,228.27799010277
283,994452,21.640866041183
2458,237042810,181.38866901398
2458,237042810,172.47097396851
2458,237042810,193.37585711479
2458,237042810,188.97596096992
5039,241426349,334.67810797691
6,11426349,22.052752971649
9,29643,21.690299987793
283,237042810,63.100568056107
2458,237042810,180.59677696228
9,29643,20.910998106003
9,29643,20.259005069733
2458,237042810,164.78829813004
2458,237042810,178.99359107018
2458,994452,29.044059991837
283,994452,47.465338945389
9,20091,21.554105043411
1210,994452,22.312875986099
5040,8519,21.564609050751
5039,994452,50.175655126572
2,6619,20.455722808838
2,6531,21.823833942413
2,6619,20.718614816666
5039,6531,46.80012512207
5040,5494,21.202079057693
5039,5344,45.606334924698
5039,5344,25.700532913208
5039,2327,25.580737113953
5039,6324,26.112930059433
5039,18859,27.50598192215
5039,29643,27.864589929581
5039,29643,27.05352807045
5039,29643,26.711622953415
9,29643,23.151154994965
9,29643,21.668028116226
5039,994452,26.994475841522
921,5405,21.528589010239
9,29643,22.968183994293
9,29643,19.717803955078
9,29643,23.052655935287
9,29643,23.350919961929
9,29643,22.930860042572
283,994452,21.436724901199
9,29643,21.064204216003
283,994452,20.56297492981
283,994452,20.397198915482
9,29643,21.55483007431
5039,994452,29.542006969452
2458,232096208,135.86838412285
9,29643,21.734302997589
9,29643,21.714812994003
9,29643,21.429258108139
283,994452,22.213138103485
283,994452,22.429615974426
86,29643,21.001252889633
5039,994452,29.810739040375
1,1800000,22.922698020935
1,1400000,21.726300954819
1,1400000,22.849503040314
921,4788,20.879827976227
2,169132441,22.344439983368
2,241426349,23.905249118805
1,10000,20.250200033188
4,6932520,108.27517604828
5039,994452,37.187286138535
921,3972,26.290480852127
5801,881,22.101673841476
921,881,22.402725934982
921,881,20.34296298027
921,0,27.284859895706
921,176759697,66.012284040451
5039,48000881,88.993636131287
283,994452,22.893619060516
283,237042810,127.75056409836
2741,237042810,205.19097685814
9,29643,22.599262952805
283,6932520,25.163992166519
1,3400,20.613603830338
9,3088,20.951359033585
9,2613,20.758553981781
9,2107,21.477378845215
9,11725,21.581701040268
2458,994452,50.495451927185
1,10268,44.107687950134
5039,10268,67.622854948044
2458,241426349,331.48396086693
3,1214262,45.667397022247
283,994452,54.74614405632
283,994452,53.092966079712
9,29643,44.6726770401
9,29643,46.671646118164
283,232096208,74.468982219696
9,29643,37.420332193375
9,29643,42.460391044617
5039,994452,64.647294044495
5039,994452,48.587568044662
1,29643,37.448740959167
283,994452,109.07706689835
1,9999,24.043748855591
1,99999,22.056834220886
5039,10000,33.774577140808
1,5517,24.938571214676
5039,994452,46.290699005127
1,301331038,23.208472013474
1,301331038,23.55851817131
1,301331038,24.590292930603
1,301331038,23.130331039429
9,29643,23.765081882477
2,301331038,25.818831920624
2,100000,23.394632101059
1,994452,21.585815906525
283,994452,23.506061077118
9,29643,22.58213186264
1,301331038,25.210524082184
1,301331038,25.337129116058
1,301331038,22.946502923965
1,301331038,23.80357503891
1,169132441,22.589720010757
283,994452,23.051284074783
1,301331038,23.247286081314
283,10034925,24.462915897369
9,29643,22.750151872635
5039,100000,28.14587688446
3,90000,22.089270830154
2,4662,21.88024020195
2,4662,21.322870016098
3,4662,20.794178009033
9,620000,23.013283014297
1,994452,107.85611796379
1,66591838,23.933031082153
5039,1000000,38.924070835114
5039,11000000,75.988034009933
283,994452,22.750872850418
2458,153252,33.592696905136
2458,994452,32.904215097427
283,994452,24.470313072205
2458,994452,24.915055036545
9,2289,24.331564188004
283,994452,24.356320142746
1,20000000,23.907521009445
5039,994452,28.296272993088
1,13000000,20.830566883087
283,994452,22.480736017227
2458,994452,26.33438706398
5039,6713,19.731068134308
9,3341,23.647686004639
5039,3341,40.663712024689
5039,994452,27.2100481987
283,3341,22.556182861328
175,2000,21.339395999908
924,2001,26.465225934982
5039,904497,28.221698999405
5040,301331038,465.23247098923
1,266,46.730494976044
921,266,20.961199045181
1,266,20.96533203125
2458,150146790,121.51831007004
1,4518,24.18562412262
283,994452,24.967375993729
1,994452,22.024215936661
283,994452,21.692088842392
9,29643,22.019412994385
283,994452,20.988713026047
283,994452,22.726625919342
2458,994452,30.539408922195
14,994452,21.881875991821
283,994452,22.732666969299
1,301331038,24.951452970505
0,23449,21.113921880722
0,59999,21.916674137115
0,301299,19.725356817245
9,29643,21.209677934647
1,301331038,111.7718360424
4,331038,20.649041891098
5039,994452,50.282115936279
1,301331038,24.101822137833
1,49999,21.275362968445
3,301331038,24.368088006973
1,301331038,23.86297082901
1,301331038,22.180675029755
9,29643,19.97031211853
2,301331038,24.802867889404
9,29643,21.857708930969
9,29643,91.101275920868
9,29643,21.13006401062
283,994452,22.108756065369
283,994452,20.186691999435
283,994452,20.955258846283
9,29643,21.585705041885
5039,22,20.614462137222
9,42,20.60534787178
283,994452,22.095124006271
2458,994452,33.230154037476
2458,994452,23.712988138199
2458,994452,24.504512071609
283,994452,22.901756048203
283,994452,23.964818000793
283,994452,21.819888114929
1,301331038,24.58878493309
2458,994452,155.3093650341
